Requirement_ID,Requirement_Class,Domain,Source_Number,Requirement,Provenance,Source_Registry,Use_Case_or_Control,UI_Reference,UI_Surface,Decision_Reference,Design_Data_Reference,Test_Target,SRS_Trace_Status,Implementation_Issue,Implementation_PR,Test_Evidence,Result,Notes
DER-REFERRAL-001,Derived FR,"Loyalty, Subscription & Referral",,Provide an authenticated customer with a unique referral code/link and allow configured loyalty rewards after a qualifying referral.,Approved development-team-derived SRS requirement,docs/requirements/derived-requirements.md,UC-REF-001,docs/ui/admin-derived-modules.md,Referral,D-077,docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Unique-code/qualifying-referral/reward unit+integration; customer referral E2E; duplicate reward negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Must remain distinguishable from the 91 source FR entries.
DER-PROMO-001,Derived FR,Promotions & Social Content,,"Allow authorised administrators to create/manage promotion codes with basic discount, active status/date, and eligibility rules.",Approved development-team-derived SRS requirement,docs/requirements/derived-requirements.md,UC-PROMO-001,docs/ui/admin-derived-modules.md,Promotion Management,D-078,docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Promotion validation+persistence; admin promotion E2E; cart/checkout integration; invalid/expired/ineligible negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Must remain distinguishable from the 91 source FR entries.
DER-SOCIAL-001,Derived FR,Promotions & Social Content,,Allow authorised administrators to create/manage promotional-content records intended for social media without implementing a full scheduling platform.,Approved development-team-derived SRS requirement,docs/requirements/derived-requirements.md,UC-SOC-001,docs/ui/admin-derived-modules.md,Promotional Content Management,D-079,docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,Promotional-content persistence+RBAC; admin content E2E; confirm no scheduler/autopost.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Must remain distinguishable from the 91 source FR entries.
DER-SOCIAL-002,Derived FR,Promotions & Social Content,,Support AI-assisted promotional-video generation with admin preview and approve/reject control using approved/copyright-safe assets; automatic posting is excluded.,Approved development-team-derived SRS requirement,docs/requirements/derived-requirements.md,UC-SOC-002,docs/ui/admin-derived-modules.md,AI Video Generate / Preview / Approve,"D-080, D-094, D-101",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/requirements/decision-register.md,AI promotional adapter/context/asset-control integration; generate→preview→approve/reject E2E; AI failure/asset/no-autopost negatives.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Must remain distinguishable from the 91 source FR entries.
NFR-PERF-001,Source NFR,Performance,,The system should load pages and process customer requests within acceptable response times under normal operating conditions.,Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,Cross-cutting NFR,docs/ui/account-profile.md; docs/ui/catalogue-discovery.md; docs/ui/personalisation-ai-support.md; docs/ui/cart-order-delivery.md; docs/ui/admin-derived-modules.md,All key customer/admin pages,D-086,docs/testing/system-testing-plan.md; docs/testing/nfr-validation-profile.txt,Three repeatable staging performance runs; p95 non-AI response time and key-page LCP.,Mapped (cross-cutting),TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-AVAIL-001,Source NFR,Availability,,The system should remain accessible to users with minimal downtime.,Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,Cross-cutting NFR,—,N/A — runtime/service,"D-086, D-095",docs/testing/system-testing-plan.md; docs/testing/nfr-validation-profile.txt,4-hour staging acceptance window with one-minute health probes; availability/outage evidence.,Mapped (cross-cutting),TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-REL-001,Source NFR,Reliability,,Customer transactions and business operations should be completed consistently without data loss.,Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,UC-ORDER-001; UC-PAY-001; INV-SYS-001,docs/ui/cart-order-delivery.md,Commerce/inventory journeys,"D-040, D-043, D-072, D-096",docs/requirements/erd-logical-detailed.mmd; docs/testing/system-testing-plan.md; docs/testing/nfr-validation-profile.txt,Transaction success/failure/timeout/retry integration suite; inspect persisted outcomes for orphan/duplicate/lost state.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-SCALE-001,Source NFR,Scalability,,"The system should support growth in customers, products, orders and website traffic.",Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,Cross-cutting NFR,docs/ui/account-profile.md; docs/ui/catalogue-discovery.md; docs/ui/personalisation-ai-support.md; docs/ui/cart-order-delivery.md; docs/ui/admin-derived-modules.md,Key browse/search/cart/checkout journeys,D-086,docs/testing/system-testing-plan.md; docs/testing/nfr-validation-profile.txt,5x seeded dataset + 20 concurrent virtual users; performance/search/error-rate comparison.,Mapped (cross-cutting),TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-SEC-001,Source NFR,Security,,"Customer, payment and business information should be protected from unauthorised access.",Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,All protected UCs,docs/ui/account-profile.md; docs/ui/catalogue-discovery.md; docs/ui/personalisation-ai-support.md; docs/ui/cart-order-delivery.md; docs/ui/admin-derived-modules.md,All authenticated/admin surfaces,"D-058, D-082, D-083, D-104",docs/privacy/dpia.md; docs/srs/development-environment.md; docs/testing/system-testing-plan.md; docs/testing/nfr-validation-profile.txt,Access-control tests + secret/client/repository inspection + dependency/security scan with no unresolved Critical/High findings.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-AUTHN-001,Source NFR,Authentication,,Secure authentication mechanisms should verify the identity of users before granting access.,Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,UC-AUTH-002; UC-AUTH-003; UC-AUTH-006,docs/ui/account-profile.md,Verification / Login / Deactivation,"D-001, D-084",docs/srs/use-cases/account-profile.md; docs/testing/system-testing-plan.md; docs/testing/nfr-validation-profile.txt,"Authentication-state tests for valid ACTIVE, invalid, unverified and DEACTIVATED accounts.",Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-AUTHZ-001,Source NFR,Authorisation,,Access to system functions should be controlled according to user roles and permissions.,Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,UC-ADM-002 + all protected customer/admin UCs,docs/ui/account-profile.md; docs/ui/admin-derived-modules.md,Protected customer/admin surfaces,"D-058, D-082, D-099",docs/privacy/dpia.md; docs/testing/system-testing-plan.md; docs/testing/nfr-validation-profile.txt,RBAC permission-matrix suite across administrator-only routes/actions.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-PRIV-001,Source NFR,Data Privacy,,"Customer personal information should be collected, stored and processed securely.",Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,All personal-data / AI UCs,docs/ui/account-profile.md; docs/ui/catalogue-discovery.md; docs/ui/personalisation-ai-support.md; docs/ui/cart-order-delivery.md; docs/ui/admin-derived-modules.md,"Profile, checkout, support, admin","D-089, D-097–D-102, D-104",docs/privacy/dpia.md; docs/privacy/retention-schedule.csv; docs/requirements/data-dictionary.csv,DPIA/data inventory review + AI request fixture inspection + deactivation/retention tests.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-ENC-001,Source NFR,Encryption,,Sensitive information should be encrypted during transmission and storage.,Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,Cross-cutting NFR,—,N/A — transport/storage,D-083,docs/srs/development-environment.md; docs/privacy/dpia.md,TLS/deployment connection checks + managed database/storage encryption evidence.,Mapped (cross-cutting),TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-USE-001,Source NFR,Usability,,"The interface should be simple, intuitive and easy for customers and administrators to use.",Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,Cross-cutting UI NFR,docs/ui/account-profile.md; docs/ui/catalogue-discovery.md; docs/ui/personalisation-ai-support.md; docs/ui/cart-order-delivery.md; docs/ui/admin-derived-modules.md,Core customer/admin task set,—,docs/ui/; docs/testing/system-testing-plan.md; docs/testing/nfr-validation-profile.txt,Five-participant task-based usability test; completion/assistance/blocker evidence.,Mapped (cross-cutting),TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-ACC-001,Source NFR,Accessibility,,The system should support accessibility guidelines for users with different abilities.,Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,Cross-cutting UI NFR,docs/ui/account-profile.md; docs/ui/catalogue-discovery.md; docs/ui/personalisation-ai-support.md; docs/ui/cart-order-delivery.md; docs/ui/admin-derived-modules.md,Key customer/admin pages,D-087,docs/testing/system-testing-plan.md; docs/testing/nfr-validation-profile.txt,Automated accessibility scans + keyboard/focus review against WCAG 2.2 AA target.,Mapped (cross-cutting),TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-RESP-001,Source NFR,Responsiveness,,"The user interface should adapt correctly to desktop, tablet and mobile devices.",Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,Cross-cutting UI NFR,docs/ui/account-profile.md; docs/ui/catalogue-discovery.md; docs/ui/personalisation-ai-support.md; docs/ui/cart-order-delivery.md; docs/ui/admin-derived-modules.md,All responsive surfaces,—,docs/ui/; docs/testing/system-testing-plan.md; docs/testing/nfr-validation-profile.txt,"Responsive acceptance checklist at 375 px, 768 px and 1440 px.",Mapped (cross-cutting),TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-COMPAT-001,Source NFR,Compatibility,,The system should operate on major web browsers and supported operating systems.,Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,Cross-cutting UI NFR,docs/ui/account-profile.md; docs/ui/catalogue-discovery.md; docs/ui/personalisation-ai-support.md; docs/ui/cart-order-delivery.md; docs/ui/admin-derived-modules.md,Core customer/admin smoke flows,D-088,docs/testing/system-testing-plan.md; docs/testing/nfr-validation-profile.txt,"Core smoke tests on current stable Chrome, Firefox, Edge and Safari; record versions.",Mapped (cross-cutting),TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-MAINT-001,Source NFR,Maintainability,,The system should be modular and easy to maintain or enhance.,Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,Cross-cutting architecture NFR,—,N/A — code structure/CI,"D-081, D-092, D-093",docs/srs/development-environment.md; docs/project-management/implementation-plan.md,CI lint/type/test checks + architecture dependency/import review + provider SDK boundary review.,Mapped (cross-cutting),TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-EXT-001,Source NFR,Extensibility,,"New products, features and AI capabilities should be added with minimal system changes.",Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,Provider-contract controls,—,N/A — provider adapters,"D-081, D-093",docs/diagrams/system-architecture.mmd; docs/srs/development-environment.md,Provider-contract substitution tests with alternate PaymentGateway/AIProvider/DeliveryProvider stubs.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-INTOP-001,Source NFR,Interoperability,,"The system should integrate with payment gateways, courier services and AI platforms.",Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,UC-PAY-001; UC-PERS-04; UC-SUPP-01/02; UC-DELIVERY-002/003,docs/ui/cart-order-delivery.md; docs/ui/personalisation-ai-support.md,Payment / AI / delivery surfaces,"D-046, D-093",docs/diagrams/system-architecture.mmd; docs/srs/development-environment.md,Payment/email/AI/delivery adapter contract tests including normal/failure responses.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-INTEGRITY-001,Source NFR,Data Integrity,,"Product, inventory, customer and order data should remain accurate and consistent.",Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,All persistence-sensitive UCs; INV-SYS-001,docs/ui/account-profile.md; docs/ui/catalogue-discovery.md; docs/ui/personalisation-ai-support.md; docs/ui/cart-order-delivery.md; docs/ui/admin-derived-modules.md,Commerce/inventory/admin data surfaces,"D-072, D-082, D-096",docs/requirements/data-dictionary.csv; docs/requirements/erd-logical-detailed.mmd; docs/testing/system-testing-plan.md; docs/testing/nfr-validation-profile.txt,Persistence constraints + commerce/inventory transaction integration tests; no invalid references/negative stock/invalid state combinations.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-BACKUP-001,Source NFR,Backup,,System data should be backed up automatically at scheduled intervals.,Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,UC-ADM-004,docs/ui/admin-derived-modules.md,Backup Management,"D-065, D-090",docs/privacy/retention-schedule.csv; docs/testing/system-testing-plan.md; docs/testing/nfr-validation-profile.txt,Inspect automated backup schedule/provider configuration and verify at least one successful backup record/reference.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-RECOVERY-001,Source NFR,Recovery,,The system should support restoration of data following hardware or software failures.,Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,Recovery control,—,N/A — restore drill,D-090,docs/testing/system-testing-plan.md; docs/testing/nfr-validation-profile.txt,Timed isolated restore drill from latest usable backup + row-count/key-record integrity checks.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-AUDIT-001,Source NFR,Auditability,,Significant user and administrator activities should be recorded for auditing purposes.,Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,UC-ADM-003 + privileged/high-impact UCs,docs/ui/admin-derived-modules.md,Audit History / privileged actions,"D-063, D-064, D-095",docs/requirements/data-dictionary.csv; docs/privacy/dpia.md,One test per approved high-impact/security/privileged audit event; inspect append-oriented records.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-ERROR-001,Source NFR,Error Handling,,User-friendly error messages should be displayed without exposing internal system details.,Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,Cross-cutting NFR,docs/ui/account-profile.md; docs/ui/catalogue-discovery.md; docs/ui/personalisation-ai-support.md; docs/ui/cart-order-delivery.md; docs/ui/admin-derived-modules.md,All error states,D-085,docs/testing/system-testing-plan.md; docs/testing/nfr-validation-profile.txt,Negative-path UI/API tests; inspect browser-visible responses for no stack trace/SQL/secret/token/internal detail.,Mapped (cross-cutting),TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-LOG-001,Source NFR,Logging,,"System events, errors and security incidents should be recorded for monitoring and troubleshooting.",Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,Cross-cutting NFR,—,N/A — server/integration/security logs,"D-085, D-095",docs/srs/development-environment.md; docs/testing/system-testing-plan.md; docs/testing/nfr-validation-profile.txt,Trigger representative server/integration/security events and inspect structured logs for required context and no sensitive values.,Mapped (cross-cutting),TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-VALID-001,Source NFR,Input Validation,,"User inputs should be validated for completeness, format, type and acceptable values.",Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,All externally writable UCs,docs/ui/account-profile.md; docs/ui/catalogue-discovery.md; docs/ui/personalisation-ai-support.md; docs/ui/cart-order-delivery.md; docs/ui/admin-derived-modules.md,All writable forms/actions,D-085,docs/srs/development-environment.md; docs/testing/system-testing-plan.md; docs/testing/nfr-validation-profile.txt,Positive/negative validation tests for every externally writable action; confirm rejected payloads do not mutate protected state.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-SEARCH-001,Source NFR,Search Efficiency,,Product searches and filtering operations should return results efficiently.,Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,UC-DISC-002; UC-DISC-003; UC-DISC-004,docs/ui/catalogue-discovery.md,Search / Filters / Weather Suggestions,"D-018, D-020, D-086",docs/srs/use-cases/catalogue-discovery.md; docs/testing/system-testing-plan.md; docs/testing/nfr-validation-profile.txt,Script supported search/filter cases on 5x dataset + 20 users; record correctness and p95 latency.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-TXN-001,Source NFR,Transaction Safety,,Payment and order transactions should prevent duplication and maintain consistency.,Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,UC-ORDER-001; UC-PAY-001; INV-SYS-001,docs/ui/cart-order-delivery.md,Checkout / Payment,"D-040, D-043, D-072, D-096",docs/srs/use-cases/cart-order-delivery.md; docs/requirements/erd-logical-detailed.mmd,Duplicate checkout + repeated/late provider-result integration tests; inspect order/payment/invoice/inventory effects.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-SESSION-001,Source NFR,Session Management,,User sessions should expire automatically after a period of inactivity.,Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,UC-AUTH-003; UC-AUTH-004; UC-AUTH-006,docs/ui/account-profile.md,Login / Logout / session states,D-084,docs/srs/use-cases/account-profile.md; docs/srs/development-environment.md,Reduced-timeout automated test + configuration inspection confirming 30-minute inactivity value in final staging/deployment.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-CONTENT-001,Source NFR,Content Quality,,"Product descriptions, images and promotional materials should meet defined quality standards.",Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,UC-CAT-001; UC-SOC-001; UC-SOC-002,docs/ui/catalogue-discovery.md; docs/ui/admin-derived-modules.md,Catalogue / Promotional Content,"D-079, D-080, D-094",docs/srs/use-cases/catalogue-discovery.md; docs/srs/use-cases/admin-derived-modules.md,Content completeness query/check + manual seeded public catalogue/promotional sample review.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-AITRANS-001,Source NFR,AI Transparency,,AI-generated recommendations and promotional content should be clearly identifiable where appropriate.,Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,UC-PERS-04; UC-SUPP-01/02; UC-SOC-002,docs/ui/personalisation-ai-support.md; docs/ui/admin-derived-modules.md,Recommendations / Support / AI promo preview,"D-032, D-048, D-080, D-094",docs/privacy/dpia.md; docs/srs/use-cases/personalisation-ai-support.md,"AI UI acceptance checklist for recommendations, support responses and promotional-generation preview.",Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-COPYRIGHT-001,Source NFR,Copyright Compliance,,AI-generated media should use authorised brand assets and copyright-compliant resources.,Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,UC-SOC-002,docs/ui/admin-derived-modules.md,AI Promotional Video Approval,"D-080, D-094",docs/srs/use-cases/admin-derived-modules.md; docs/privacy/dpia.md,Inspect AI-video approval workflow and sample approved content/asset-authorisation checklist.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-MON-001,Source NFR,Monitoring,,"System performance, AI services and third-party integrations should be continuously monitored.",Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,Cross-cutting runtime NFR,—,N/A — monitoring/telemetry,D-095,docs/srs/development-environment.md; docs/testing/system-testing-plan.md; docs/testing/nfr-validation-profile.txt,Inspect monitoring config; trigger integration failures; verify health/error/provider/correlation records.,Mapped (cross-cutting),TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-DBPERF-001,Source NFR,Database Performance,,"Database operations should support efficient retrieval, storage and updating of business data.",Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,Cross-cutting persistence NFR,—,N/A — DB timing,"D-086, D-096",docs/requirements/erd-logical-detailed.mmd; docs/testing/system-testing-plan.md; docs/testing/nfr-validation-profile.txt,Three runs of agreed key DB operations on 5x dataset; calculate p95 execution time.,Mapped (cross-cutting),TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-CONCUR-001,Source NFR,Concurrent Users,,The system should support multiple customers performing transactions simultaneously.,Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,UC-CART-001/002; UC-ORDER-001; UC-PAY-001; INV-SYS-001,docs/ui/cart-order-delivery.md,Browse / Cart / Checkout,"D-072, D-086, D-096",docs/testing/system-testing-plan.md; docs/testing/nfr-validation-profile.txt,20-user mixed browse/cart/checkout concurrency scenario; inspect error/performance/integrity outcomes.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
NFR-DR-001,Source NFR,Disaster Recovery,,Procedures should be available to restore critical business services following major system failures.,Client/source NFR; measurable acceptance criterion is project-defined,docs/requirements/non-functional-requirements.md,Disaster-recovery control,—,N/A — DR rehearsal,D-090,docs/srs/development-environment.md; docs/testing/system-testing-plan.md; docs/testing/nfr-validation-profile.txt,Execute and time documented DR rehearsal; post-restore smoke/integration checklist.,Mapped,TBD post-SRS freeze,TBD post-SRS freeze,PLANNED — no execution evidence,NOT EXECUTED,Verification target is planned only; no PASS/FAIL claim exists at SRS stage.
